distance_to_signal,ev_speed,queue_length,time_of_day,traffic_level,preempted,success
91.06287827202864,14.633713241940459,0,53.0,1,1,1
109.1692909476531,14.633713241940459,0,53.0,1,1,1
92.52712955602533,14.662573697596418,0,53.1,1,1,1
107.70447085799485,14.662573697596418,0,53.1,1,1,1
93.99682025299484,14.716412607896237,0,53.2,1,1,1
106.23431202902921,14.716412607896237,0,53.2,1,1,1
95.46043231380284,14.654947529449455,0,53.3,1,1,1
104.77033488047785,14.654947529449455,0,53.3,1,1,1
96.9217786431418,14.63169271822935,0,53.4,1,1,1
103.30872373643159,14.63169271822935,0,53.4,1,1,1
98.38458101197666,14.645727943464044,0,53.5,1,1,1
101.84575537480096,14.645727943464044,0,53.5,1,1,1
99.84815030589961,14.652886408835512,0,53.6,1,1,1
100.3821187767906,14.652886408835512,0,53.6,1,1,1
101.31512896345873,14.686520762805921,0,53.7,1,1,1
98.91517162184081,14.686520762805921,0,53.7,1,1,1
102.78478663417447,14.712861676947542,0,53.8,1,1,1
97.44564493321812,14.712861676947542,0,53.8,1,1,1
104.24624478226681,14.630319524007245,0,53.9,1,1,1
95.98441604376222,14.630319524007245,0,53.9,1,1,1
105.71624239706094,14.715366502899306,0,54.0,1,1,1
94.51474921141103,14.715366502899306,0,54.0,1,1,1
107.1820597565985,14.673099185028441,0,54.1,1,1,1
93.04936258893817,14.673099185028441,0,54.1,1,1,1
108.64664623934031,14.660375052607014,0,54.2,1,1,1
91.58530821858228,14.660375052607014,0,54.2,1,1,1
110.1120510675117,14.668179734581244,0,54.3,1,1,1
90.12053896502955,14.668179734581244,0,54.3,1,1,1
111.57408047118125,14.634022496675934,0,54.4,1,1,1
88.65924817059805,14.634022496675934,0,54.4,1,1,1
113.03960282586505,14.668627921045154,0,54.5,1,1,1
87.19457290091843,14.668627921045154,0,54.5,1,1,1
114.50055086752808,14.622500967894776,0,54.6,1,1,1
85.73457789361217,14.622500967894776,0,54.6,1,1,1
115.96449291305068,14.652138180105576,0,54.7,1,1,1
84.27170217223114,14.652138180105576,0,54.7,1,1,1
117.42860627531746,14.653535282044068,0,54.8,1,1,1
82.80876964975394,14.653535282044068,0,54.8,1,1,1
118.89910233778335,14.7171085410452,0,54.9,1,1,1
81.33957803081698,14.7171085410452,0,54.9,1,1,1
120.36258217541919,14.64659326808327,0,55.0,1,1,1
79.87751795537895,14.64659326808327,0,55.0,1,1,1
121.82858560200673,14.671565052743864,0,55.1,1,1,1
78.41306239685498,14.671565052743864,0,55.1,1,1,1
123.29900598371367,14.715493589486323,0,55.2,1,1,1
76.94432544158146,14.715493589486323,0,55.2,1,1,1
124.76745599440778,14.695508880457236,0,55.3,1,1,1
75.4776924739114,14.695508880457236,0,55.3,1,1,1
126.23198447908192,14.656008836924194,0,55.4,1,1,1
74.01511695539001,14.656008836924194,0,55.4,1,1,1
127.70188581076276,14.709529056155915,0,55.5,1,1,1
72.54732324332676,14.709529056155915,0,55.5,1,1,1
129.17119526744628,14.703366638172048,0,55.6,1,1,1
71.08027498146379,14.703366638172048,0,55.6,1,1,1
130.63492164336137,14.647266809267785,0,55.7,1,1,1
69.61896210815138,14.647266809267785,0,55.7,1,1,1
132.099102064712,14.651588363086667,0,55.8,1,1,1
68.15736470865635,14.651588363086667,0,55.8,1,1,1
133.56161462695545,14.63468426408046,0,55.9,1,1,1
66.69760961924895,14.63468426408046,0,55.9,1,1,1
135.02832887815336,14.67652045998755,0,56.0,1,1,1
65.2338486400244,14.67652045998755,0,56.0,1,1,1
136.49813989703995,14.707305570788776,0,56.1,1,1,1
63.767196749451166,14.707305570788776,0,56.1,1,1,1
137.96150582471972,14.642619514096623,0,56.2,1,1,1
62.30718654209663,14.642619514096623,0,56.2,1,1,1
139.42405262721252,14.634235145981984,0,56.3,1,1,1
60.84821649419075,14.634235145981984,0,56.3,1,1,1
140.89249434168906,14.693036323488085,0,56.4,1,1,1
59.38360471048838,14.693036323488085,0,56.4,1,1,1
142.3579447070884,14.662927848717992,0,56.5,1,1,1
57.922231085019305,14.662927848717992,0,56.5,1,1,1
143.82519885461775,14.680803906681577,0,56.6,1,1,1
56.45933139829957,14.680803906681577,0,56.6,1,1,1
145.29301061626663,14.686216076790915,0,56.7,1,1,1
54.996168659640325,14.686216076790915,0,56.7,1,1,1
146.76162800798204,14.694114566723911,0,56.8,1,1,1
53.53251821262831,14.694114566723911,0,56.8,1,1,1
148.22482644110136,14.639739073930869,0,56.9,1,1,1
52.07460668281099,14.639739073930869,0,56.9,1,1,1
149.6900671442275,14.660020558808792,0,57.0,1,1,1
50.61502609863818,14.660020558808792,0,57.0,1,1,1
49.16303214233209,14.587630223860451,0,57.1,1,1,1
47.74878586558385,14.212380737471165,0,57.2,1,1,1
46.36996331902725,13.86053049039998,0,57.3,1,1,1
45.02425788287659,13.531928716075228,0,57.4,1,1,1
43.72062863248015,13.113260062392152,0,57.5,1,1,1
42.45363488856675,12.749314180073208,0,57.6,1,1,1
41.225561655422446,12.362373752135715,0,57.7,1,1,1
40.03618267075359,11.977683867693116,0,57.8,1,1,1
38.882482036738224,11.623342796202385,0,57.9,1,1,1
37.76630565681661,11.25037242565865,0,58.0,1,1,1
36.67754411132229,10.979309607683293,0,58.1,1,1,1
35.34305097510004,10.552830315710956,0,58.2,1,1,1
34.254547735168124,10.896559154449708,0,58.3,1,1,1
33.138999459200875,11.168082926640265,0,58.4,1,1,1
31.99705446712463,11.43325991010198,0,58.5,1,1,1
30.820845784634567,11.777383137002099,0,58.6,1,1,1
29.617781425070927,12.04754866175491,0,58.7,1,1,1
28.38573051337338,12.339310068607075,0,58.8,1,1,1
27.12482043532484,12.630114963842999,0,58.9,1,1,1
25.82965408077751,12.975390563541069,0,59.0,1,1,1
24.50356581613616,13.28778285583617,0,59.1,1,1,1
23.227666658252268,12.78778285583617,0,59.2,1,1,1
22.001969877500855,12.28778285583617,0,59.3,1,1,1
20.826489011130853,11.78778285583617,0,59.4,1,1,1
19.701237601280422,11.28778285583617,0,59.5,1,1,1
18.626228831377404,10.78778285583617,0,59.6,1,1,1
17.60147503521413,10.28778285583617,0,59.7,1,1,1
16.62698704954465,9.78778285583617,0,59.8,1,1,1
15.702773378755023,9.28778285583617,0,59.9,1,1,1
14.82811069262411,8.795110110359587,0,60.0,1,1,1
13.919378335463126,9.144210036465287,0,60.1,1,1,1
12.98275391426487,9.433300714244455,0,60.2,1,1,1
12.019679560319972,9.71072789935008,0,60.3,1,1,1
11.03263776951902,9.967097216820896,0,60.4,1,1,1
10.034355351855687,10.100295331961615,0,60.5,1,1,1
9.08789811201413,9.600295331961615,0,60.6,1,1,1
8.19365007762497,9.100295331961615,0,60.7,1,1,1
7.3520954134176915,8.600295331961615,0,60.8,1,1,1
6.563000050395697,8.100295331961615,0,60.9,1,1,1
5.762983227623318,8.04809460401805,0,61.0,1,1,1
4.9607330231404845,8.086688841273217,0,61.1,1,1,1
4.1669285614253555,8.02678884778209,0,61.2,1,1,1
3.3776494398404755,8.024053555978835,0,61.3,1,1,1
2.5821283542399405,8.117289278770704,0,61.4,1,1,1
1.7974910621552438,8.113428303270275,0,61.5,1,1,1
1.061783853370582,8.025794016814698,0,61.6,1,1,1
0.574489224885421,8.043228728205804,0,61.7,1,1,1
1.1220797860007554,8.087037551666517,0,61.8,1,1,1
1.866424746001564,8.05075552850999,0,61.9,1,1,1
2.6444022982874946,8.02785444911723,0,62.0,1,1,1
3.4378348252621156,8.094511178979092,0,62.1,1,1,1
4.235960691027297,8.109389304769365,0,62.2,1,1,1
5.037967453639099,8.106828307692567,0,62.3,1,1,1
5.841893508570814,8.10168113517845,0,62.4,1,1,1
6.646328134801097,8.103782382917498,0,62.5,1,1,1
7.4655272977849165,8.41190746073532,0,62.6,1,1,1
8.32330475489909,8.76014938636371,0,62.7,1,1,1
9.20915261781374,9.010233181030861,0,62.8,1,1,1
10.129035225676814,9.327721246736262,0,62.9,1,1,1
11.083068328401426,9.651011946273872,0,63.0,1,1,1
12.06591721185412,9.923940321053749,0,63.1,1,1,1
13.080409876680527,10.228220313940335,0,63.2,1,1,1
14.122131462310886,10.490160270511776,0,63.3,1,1,1
15.191281472732944,10.755867985220764,0,63.4,1,1,1
16.29332385531656,11.077861216403914,0,63.5,1,1,1
17.422074431529058,11.338750888017609,0,63.6,1,1,1
18.581890116311605,11.644288381993908,0,63.7,1,1,1
19.771008749670806,11.932834545331213,0,63.8,1,1,1
20.988967311234752,12.217328936031924,0,63.9,1,1,1
22.23918089334368,12.536561081225887,0,64.0,1,1,1
23.518116921348703,12.820775275520651,0,64.1,1,1,1
24.823040930411434,13.077945931248037,0,64.2,1,1,1
26.16031924051295,13.399220658364142,0,64.3,1,1,1
27.53005686278094,13.721785668161832,0,64.4,1,1,1
28.931600834383868,14.038017766375928,0,64.5,1,1,1
30.365031685261386,14.355239591173962,0,64.6,1,1,1
31.83185707601349,14.687717233036313,0,64.7,1,1,1
33.293468161469214,14.633796014327418,0,64.8,1,1,1
34.75562799254641,14.637799333434414,0,64.9,1,1,1
36.216306127404785,14.621657776221728,0,65.0,1,1,1
37.68092895371442,14.659985204513978,0,65.1,1,1,1
39.14732456246007,14.676697085145024,0,65.2,1,1,1
40.61479354725931,14.686518020048133,0,65.3,1,1,1
42.08438725408124,14.70695475392542,0,65.4,1,1,1
43.55366612027361,14.70305992543381,0,65.5,1,1,1
